道具id;道具名称;描述;稀有度
500609;《峨嵋通臂拳》残章;;蓝
500610;《佛光注照掌》残章;;橙
500611;《天地四相掌》残章;;暗金
820100;成就-少年江湖梦;使用后可解锁成就：少年江湖梦;金
500616;《惩恶棍法》残章;;白
414601;璇光护腿;;金
414602;玄铁护腿;;金
9101;武学残章（白）;随机获得一个白色武学残章;白
9102;武学残章（绿）;随机获得一个绿色武学残章;绿
9103;武学残章（蓝）;随机获得一个蓝色武学残章;蓝
9104;武学残章（紫）;随机获得一个紫色武学残章;紫
9105;武学残章（橙）;随机获得一个橙色武学残章;橙
9106;武学残章（金）;随机获得一个金色武学残章;金
9107;武学残章（暗金）;随机获得一个暗金武学残章;暗金
9108;武器（暗金）;随机获得一件暗金武器类型包含：刀、剑、拳、棍、扇、针匣、护腿;暗金
9109;防具（暗金）;随机获得一件暗金防具类型包含：衣服、鞋子、饰品;暗金
9110;神器（暗金）;随机获得一件暗金神器;暗金
9111;秘籍（暗金）;随机获得一本暗金武学秘籍;暗金
9112;随机装备;随机获得一件橙色-暗金品质的装备;暗金
9113;随机残章;随机获得五张橙色-暗金品质的残章;暗金
820122;成就-峨嵋派之友;使用后可解锁成就：峨嵋派之友;金
820124;成就-天阴教之友;使用后可解锁成就：天阴教之友;金
820125;成就-武当派之友;使用后可解锁成就：武当派之友;金
820127;成就-赤刀门之友;使用后可解锁成就：赤刀门之友;金
820128;成就-玄机门之友;使用后可解锁成就：玄机门之友;金
820130;成就-五毒教之友;使用后可解锁成就：五毒教之友;金
820131;成就-全真教之友;使用后可解锁成就：全真教之友;金
820132;成就-逍遥仙宫之友;使用后可解锁成就：逍遥仙宫之友;金
820152;成就-金兰之交;使用后可解锁成就：金兰之交;金
820153;成就-誓以皦日;使用后可解锁成就：誓以皦日;金
820154;成就-胜友如云;使用后可解锁成就：胜友如云;金
820163;成就-;使用后可解锁成就：;金
820164;成就-;使用后可解锁成就：;金
820165;成就-;使用后可解锁成就：;金
820166;成就-;使用后可解锁成就：;金
820167;成就-;使用后可解锁成就：;金
820168;成就-;使用后可解锁成就：;金
70601;扬州炒饭;扬州炒饭，是扬州经典的小吃。扬州炒饭选料严谨、制作精细、加工讲究，而且注重配色。炒制完成后，颗粒分明、粒粒松散、软硬有度、色彩调和、光泽饱满、配料多样、鲜嫩滑爽、香糯可口。在剧本中使用：增加一名队友10点暴击抵抗值;金
70602;肉蟹煲;以肉蟹为主菜，肉、虾、菜为辅料，咸鲜口，炖地软烂入味，鲜美无比。在剧本中使用：增加一名队友10点抗连击值;金
70603;叫花鸡;是江苏常熟地区传统名菜，把洗净的鸡用泥土和荷叶包，加以烧烤而成的菜，外皮酥脆，肉清香多汁。在剧本中使用：增加一名队友10点破招值;金
70604;清蒸武昌鱼;是湖北的一道名菜。清蒸武昌鱼通常选用鲜活的武昌鱼为主料，配以冬菇、冬笋，并用鸡清汤调味而成，口感滑嫩，清香鲜美。有诗曰：“才饮长江水，又食武昌鱼”。在剧本中使用：增加一名队友10点命中值;金
70605;辣子鸡;川渝地区的特色传统名肴。一般以整鸡为主料，加上葱、干辣椒、花椒、盐、胡椒、味精等多种材料精制而成，色泽棕红油亮，麻辣味浓，咸鲜醇香，略带回甜。在剧本中使用：增加一名队友10点闪避值;金
70606;东坡肉;眉山和江南地区特色传统名菜，主料是半肥半瘦的猪肉，成品菜是码得整整齐齐的麻将块儿，红得透亮，色如玛瑙，夹起一块尝尝，软而不烂，肥而不腻。在剧本中使用：增加一名队友10点暴击值;金
820175;成就-我才是逍遥派仙宫掌门;使用后可解锁成就：我才是逍遥派仙宫掌门;金
820178;成就-无惧铸剑山庄;使用后可解锁成就：无惧铸剑山庄;金
820179;成就-结盟铸剑山庄;使用后可解锁成就：结盟铸剑山庄;金
820180;成就-我才是铸剑山庄掌门;使用后可解锁成就：我才是铸剑山庄掌门;金
820181;成就-无惧龙门镖局;使用后可解锁成就：无惧龙门镖局;金
820182;成就-结盟龙门镖局;使用后可解锁成就：结盟龙门镖局;金
820183;成就-我才是龙门镖局掌门;使用后可解锁成就：我才是龙门镖局掌门;金
820184;成就-无惧长生门;使用后可解锁成就：无惧长生门;金
820185;成就-结盟长生门;使用后可解锁成就：结盟长生门;金
820186;成就-我才是长生门掌门;使用后可解锁成就：我才是长生门掌门;金
820187;成就-无惧五岳宗;使用后可解锁成就：无惧五岳宗;金
820188;成就-结盟五岳宗;使用后可解锁成就：结盟五岳宗;金
500701;《华山剑法》残章;;白
500702;《狂风剑法》残章;;蓝
500703;《岳女九式剑法》残章;;绿
500704;《霜氏九式剑法》残章;;紫
500705;《三仙夺命连环剑》残章;;橙
500706;《太华君子剑》残章;;金
500707;《九式·求败剑诀》残章;;暗金
500708;《华山心法》残章;;白
500709;《混元真气功》残章;;橙
500710;《紫云仙体功》残章;;暗金
500711;《华山拳法》残章;;白
500712;《伏虎掌》残章;;紫
1001;普通经验丹;给指定角色增加1000点经验;白
1002;精良经验丹;给指定角色增加3000点经验;绿
1003;优秀经验丹;给指定角色增加5000点经验;蓝
1004;上乘经验丹;给指定角色增加10000点经验;紫
1005;极品经验丹;给指定角色增加20000点经验;橙
1006;珍稀经验丹;给指定角色增加50000点经验;金
414703;九天元阳护腿;多位内功高手，将内力灌注于这一双护腿上，无比的阳性真气已经快抑制不住了。;暗金
414704;龙面玉牌;据说是百年前某个帮派的信物;橙
9201;大理武学残本;记录了周边门派的武学，在剧本中使用：获得赤刀门、五毒教、逍遥仙宫、唐门中的随机1个武学残章;白
9202;暗金武学残本;在剧本中使用：获得随机暗金武学残章*1;暗金
9203;金色武学残本;在剧本中使用：获得随机金色武学残章*1;金
9204;杭州武学残本;记录了周边门派的武学，在剧本中使用：获得武当派、少林寺、五岳宗中的随机1个武学残章;白
9205;广州武学残本;记录了周边门派的武学，在剧本中使用：获得长生门、玄机门、天阴教中的随机1个武学残章;白
9206;京城武学残本;记录了周边门派的武学，在剧本中使用：获得丐帮、六扇门、龙门镖局中的随机1个武学残章;白
9207;开封武学残本;记录了周边门派的武学，在剧本中使用：获得峨嵋派、铸剑山庄、全真教中的随机1个武学残章;白
9208;《火焰神掌》卷一;记载了暗金内功武学《火焰神掌》的一部分，也许集齐后会有意外的惊喜？;金
9209;《火焰神掌》卷二;记载了暗金内功武学《火焰神掌》的一部分，也许集齐后会有意外的惊喜？;金
9210;《火焰神掌》卷三;记载了暗金内功武学《火焰神掌》的一部分，也许集齐后会有意外的惊喜？;金
9211;《火焰神掌》卷四;记载了暗金内功武学《火焰神掌》的一部分，也许集齐后会有意外的惊喜？;金
414716;冰蚕丝护腿;相传是欧冶子在大雪山寻宝时偶遇冰蚕，于是收集蚕丝制作出的这双护腿;暗金
9213;琅嬛宝图碎片·一;在宇文山庄中无意中发现的神秘碎片。集齐5片可以合成未鉴定的琅嬛宝图。;金
9214;琅嬛宝图碎片·二;在宇文山庄中无意中发现的神秘碎片。集齐5片可以合成未鉴定的琅嬛宝图。;金
9215;琅嬛宝图碎片·三;在宇文山庄中无意中发现的神秘碎片。集齐5片可以合成未鉴定的琅嬛宝图。;金
9216;琅嬛宝图碎片·四;在宇文山庄中无意中发现的神秘碎片。集齐5片可以合成未鉴定的琅嬛宝图。;金
9217;琅嬛宝图碎片·五;在宇文山庄中无意中发现的神秘碎片。集齐5片可以合成未鉴定的琅嬛宝图。;金
820229;成就-当世霸主;使用后可解锁成就：当世霸主;金
820232;成就-开封之友;使用后可解锁成就：开封之友;金
820233;成就-京城之友;使用后可解锁成就：京城之友;金
820234;成就-杭州之友;使用后可解锁成就：杭州之友;金
820235;成就-广州之友;使用后可解锁成就：广州之友;金
820236;成就-大理之友;使用后可解锁成就：大理之友;金
820237;成就-开封莫入;使用后可解锁成就：开封莫入;金
820238;成就-天下之友;使用后可解锁成就：天下之友;金
820239;成就-天下之敌;使用后可解锁成就：天下之敌;金
820245;成就-决斗新手;使用后可解锁成就：决斗新手;金
820246;成就-决斗达人;使用后可解锁成就：决斗达人;金
820247;成就-大理莫入;使用后可解锁成就：大理莫入;金
820248;成就-京城莫入;使用后可解锁成就：京城莫入;金
820249;成就-杭州莫入;使用后可解锁成就：杭州莫入;金
820250;成就-广州莫入;使用后可解锁成就：广州莫入;金
820251;成就-乞讨新手;使用后可解锁成就：乞讨新手;金
820252;成就-乞讨达人;使用后可解锁成就：乞讨达人;金
820253;成就-送礼新手;使用后可解锁成就：送礼新手;金
820256;成就-送礼达人;使用后可解锁成就：送礼达人;金
9251;开封天赋书;记录了周边门派的天赋，在剧本中使用：获得峨嵋派、铸剑山庄、全真教中的随机1个天赋的天书;紫
9252;大理天赋书;记录了周边门派的天赋，在剧本中使用：获得赤刀门、五毒教、逍遥仙宫、唐门中的随机1个天赋的天书;紫
9253;杭州天赋书;记录了周边门派的天赋，在剧本中使用：获得武当派、少林寺、五岳宗中的随机1个天赋的天书;紫
9254;广州天赋书;记录了周边门派的天赋，在剧本中使用：获得长生门、玄机门、天阴教中的随机1个天赋的天书;紫
9255;京城天赋书;记录了周边门派的天赋，在剧本中使用：获得丐帮、六扇门、龙门镖局中的随机1个天赋的天书;紫
820268;成就-冒险宗师;使用后可解锁成就：冒险宗师;金
70701;麻婆豆腐;麻婆豆腐，是四川省传统名菜之一，属于川菜。主要原料为配料和豆腐，材料主要有豆腐、肉末、辣椒和花椒等。麻来自花椒，辣来自辣椒，这道菜突出了川菜“麻辣”的特点。其口味独特，口感顺滑。在剧本中使用：增加一名队友5点暗器精通;暗金
70702;黄酒蒸螃蟹;选用肥美红膏蟹对半斩开，倒上满满黄酒，上火蒸。浓郁的蟹膏冒着酒香，肥美的蟹肉沾满鲜汁。在剧本中使用：增加一名队友5点腿法精通;暗金
70703;家常豆腐;以豆腐为主材，酱油、辣椒为调料，有肉加肉，有菜加菜，营养丰富味道好还下饭，是广泛流行的一道家常菜。在剧本中使用：增加一名队友5点拳掌精通;暗金
70704;酿豆腐;是中国的传统菜式，常见于湖南、广东、广西、福建、四川等地区。口味清淡，汤汁醇厚，鲜嫩滑润，口味鲜美，广受欢迎。在剧本中使用：增加一名队友5点刀法精通;暗金
70705;东安子鸡;是一道湘菜系名菜，因用东安新母鸡烹制而得名。东安子鸡成菜呈红白绿黄四色，鸡肉肥嫩，味道酸辣鲜香。在剧本中使用：增加一名队友5点剑法精通;暗金
70706;腊味合蒸;湖南地方传统名菜，是以腊猪肉、腊鸡、腊鱼、鸡汤和调料，下锅清蒸而成。做法简单，其腊香浓重、咸甜适口、柔韧不腻，有开胃祛寒、消食等功效。在剧本中使用：增加一名队友5点奇门精通;暗金
70707;九天冰火酒;大侠一杯酒，亲人……在剧本中使用：增加一名队友300点武学攻击;暗金
70708;炖鸽子;因为咕咕咕次数太多被炖了的鸽子。在剧本中使用：增加一名队友5点内功精通;暗金
70709;黄金西湖醋鱼;发着金光的西湖醋鱼，啃起来锻炼牙。在剧本中使用：增加一名队友5点内功精通;暗金
70710;神仙佛跳墙;我就是饿死！死外面！也绝对不会跳墙！在剧本中使用：增加一名队友10点速度值;暗金
70711;甜粽子;属于甜党的粽子，口感清甜，入齿留香！在端午时节交给自己的徒儿能提升徒儿的能力。在剧本中使用：增加一名队友490点生命值;橙
70712;咸粽子;属于咸党的粽子，咸蛋软糯，猪肉鲜嫩！在端午时节交给自己的徒儿能提升徒儿的能力。在剧本中使用：增加一名队友410点真气;橙
70713;老鸭汤;以竹荪、鸭为原料制作的汤品。往往还要辅以石斛等材料。汤品有补气养阴，润肺止咳，清热利湿的功效。在剧本中使用：增加一名队友5点医术精通。;暗金
70714;饺子;汉族传统面食，是中国北方民间的主食和地方小吃，也是年节食品。在除夕时节交给自己的徒儿能提升徒儿的能力。在剧本中使用：增加一名队友490点生命值;橙
70715;花糕;花糕是重阳节应节糕点，以吃糕代替登高，有“步步升高”、“寿高九九”的吉祥含义。在重阳时节交给自己的徒儿能提升徒儿的能力。在剧本中使用：增加一名队友410点真气;橙
70716;汤圆;用黑芝麻、猪板油做馅、加入少许白糖，外面用糯米粉搓成圆形，煮熟后，吃起来香甜软糯，回味无穷。在元宵时节交给自己的徒儿能提升徒儿的能力。在剧本中使用：增加一名队友45点防御;橙
70717;元宵;汉族传统小吃，吃元宵象征家庭像月圆一样团圆，寄托了人们对未来生活的美好愿望。在元宵时节交给自己的徒儿能提升徒儿的能力。在剧本中使用：增加一名队友45点防御;橙
70718;青团;江南地区的传统特色小吃，青色，用艾草的汁拌进糯米粉里，再包裹进豆沙馅儿或者莲蓉，不甜不腻，带有清淡却悠长的清香。在清明时节交给自己的徒儿能提升徒儿的能力。在剧本中使用：增加一名队友120点武学攻击;橙
70719;月饼;外层通常以小麦粉为皮，其内有馅，馅料多种多样，如莲蓉蛋黄、五仁馅等等。月饼表皮上会印有不同的花纹、文字或祝福语句。在中秋时节交给自己的徒儿能提升徒儿的能力。在剧本中使用：增加一名队友120点武学攻击;橙
820288;成就-腥风血雨;使用后可解锁成就：腥风血雨;金
500801;《飞雁齐飞功》残章;;蓝
500802;《全真剑法》残章;;白
500803;《一气化三清》残章;;蓝
500804;《纯阳剑法》残章;;暗金
500805;《全真心法》残章;;绿
