天赋id;天赋名称;描述;稀有度
478;碎岩术4级;【冒险】有助于通过巨岩障碍,碎岩术4级;紫
479;碎岩术3级;【冒险】有助于通过巨岩障碍,碎岩术3级;蓝
480;采药3级;【冒险】可以采集大地图上的药田,采药3级;蓝
481;腾空术5级;【冒险】有助于通过断崖障碍,腾空术5级;橙
482;腾空术4级;【冒险】有助于通过断崖障碍,腾空术4级;紫
483;盈盈无间·极;反击率+8%，反击成功时，对周围3*3队友附加坚韧+10;橙
484;脉脉无语·极;反击率+8%，反击成功时，对周围3*3敌人附加残废+10;橙
485;追击;击败敌人后立即前进50%进度条（每场战斗生效一次）;紫
486;绝地求生-王翼;生命值低于50%时，闪避率增加25%;暗金
487;金钱至上;自身每持有10000铜币，基础伤害+1%，上限20%;金
488;金钱至上;自身每有10000铜币，最终基础伤害+1%，最高可提升至20%;金
489;寒冰刀刃;使用刀法时，对目标附加减速+5;紫
490;明镜止水;消耗真气后，回复相同百分比的生命值;紫
491;破招回蓝;破招后恢复应受伤害的真气值;紫
492;忍耐;拥有蓄力状态时减伤10%;紫
493;腾空术3级;【冒险】有助于通过断崖障碍,腾空术3级;蓝
494;千里不留行·化;拳掌精通+50，暴击率+20%，《天地四相掌》威力+80%;暗金
495;腾空术2级;【冒险】有助于通过断崖障碍,腾空术2级;绿
496;腾空术1级;【冒险】有助于通过断崖障碍,腾空术1级;白
497;闭气术5级;【冒险】有助于通过水潭障碍,闭气术5级;橙
498;闭气术4级;【冒险】有助于通过水潭障碍,闭气术4级;紫
499;闭气术3级;【冒险】有助于通过水潭障碍,闭气术3级;蓝
500;闭气术2级;【冒险】有助于通过水潭障碍,闭气术2级;绿
501;闭气术1级;【冒险】有助于通过水潭障碍,闭气术1级;白
502;避毒术5级;【冒险】有助于通过毒雾障碍,避毒术5级;橙
503;避毒术4级;【冒险】有助于通过毒雾障碍,避毒术4级;紫
504;避毒术3级;【冒险】有助于通过毒雾障碍,避毒术3级;蓝
505;避毒术2级;【冒险】有助于通过毒雾障碍,避毒术2级;绿
506;避毒术1级;【冒险】有助于通过毒雾障碍,避毒术1级;白
507;机关术5级;【冒险】有助于通过机关障碍,机关术5级;橙
508;机关术4级;【冒险】有助于通过机关障碍,机关术4级;紫
509;机关术3级;【冒险】有助于通过机关障碍,机关术3级;蓝
510;机关术2级;【冒险】有助于通过机关障碍,机关术2级;绿
511;采药4级;【冒险】可以采集大地图上的药田,采药4级;紫
512;采药5级;【冒险】可以采集大地图上的药田,采药5级;橙
513;采矿1级;【冒险】可以开采大地图上的矿山,采矿1级;白
514;采矿2级;【冒险】可以开采大地图上的矿山,采矿2级;绿
515;采矿3级;【冒险】可以开采大地图上的矿山,采矿3级;蓝
516;采矿4级;【冒险】可以开采大地图上的矿山,采矿4级;紫
517;采矿5级;【冒险】可以开采大地图上的矿山,采矿5级;橙
518;孤家寡人;当场上本方仅有自身一人时，造成基础伤害+50%;金
519;楚楚可怜;游迟迟生命值<80%后，身边的护卫将替她承受任何伤害;紫
520;谴责;友方生命值最低的受到伤害时，若伤害来源是敌方，则给伤害来源30层流血;紫
521;食材搜刮1级;【冒险】可以搜刮大地图上的粮仓,食材搜刮1级;白
522;村花之力;不上阵时可在场边助战：月牙村村民攻击附加1000伤害;绿
523;阿刚的援助;不上阵时可在场边助战：主角生命值+5%;绿
524;阿羿的援助;不上阵时可在场边助战：主角闪避+5%;绿
525;食材搜刮5级;【冒险】可以搜刮大地图上的粮仓,食材搜刮5级;橙
526;金钱搜刮1级;【冒险】战斗结束后搜刮到额外的铜币,金钱搜刮1级;白
527;金钱搜刮2级;【冒险】战斗结束后搜刮到额外的铜币,金钱搜刮2级;绿
528;金钱搜刮3级;【冒险】战斗结束后搜刮到额外的铜币,金钱搜刮3级;蓝
529;金钱搜刮4级;【冒险】战斗结束后搜刮到额外的铜币,金钱搜刮4级;紫
530;金钱搜刮5级;【冒险】战斗结束后搜刮到额外的铜币,金钱搜刮5级;橙
531;食材搜刮4级;【冒险】可以搜刮大地图上的粮仓,食材搜刮4级;紫
532;食材搜刮3级;【冒险】可以搜刮大地图上的粮仓,食材搜刮3级;蓝
533;食材搜刮2级;【冒险】可以搜刮大地图上的粮仓,食材搜刮2级;绿
534;父女情深;不上阵时可在场边助战：白小青真气回复+500;绿
535;妙手丹青;攻击减伤敌方200真气，若敌方真气少于50%，额外对其造成伤害+1000;金
536;真气如剑·极;太华君子剑威力+20%，攻击额外附带攻击*20%的伤害;橙
537;执子之手·完美;伤害+15%,开局第一回合立即行动;紫
538;绵绵不断;使用丐帮武学攻击后提升自身回合回真气200点，可叠加5次;金
539;空空如也·化;真气上限+8000，每回合回真气+800，《纯阳拳法》威力+50%;暗金
540;销魂滋味·极;连击率+5%，《伤心欲绝掌》击中敌人时，消耗敌人自身等级*300点真气值;橙
541;重剑无锋·极;《玄铁巨剑法》威力+20%，每次攻击附带攻击*10%的伤害;橙
542;生死判官·极;暴击伤害倍数+10%，《无上元气针》威力+10%，使用《无上元气针》攻击时附加暗器精通*2的伤害;橙
543;折梅远送·极;《六阴破脉手》威力+10%，使用《六阴破脉手》攻击时额外附带武学攻击*8%的伤害;橙
544;恢复生命值大法;每次生命值提高时（治疗、回合恢复生命值、吸血），攻击+300点，最多叠加5次;紫
545;附加流血;所有白衣教武学，附加流血+10;白
546;附加中毒;所有白衣教武学，附加中毒+10;白
547;附加残废;所有白衣教武学，附加残废+10;白
548;附加减速;所有白衣教武学，附加减速+10;白
549;附加内伤;所有白衣教武学，附加内伤+10;白
550;附加破甲;所有白衣教武学，附加破甲+10;白
551;抬棺奋战;场上只剩自身一个友方单位时，攻击时造成基础伤害+20%;橙
552;铜币万能;身上钱越多，提升造成伤害，最高10%（每1000铜币+1%）;橙
553;绝地求生;生命值低于50%时，连招率+25%、反击值+500、连击值+500;暗金
554;矛盾之争;攻击有护盾的目标时，暴击值+400，暴伤值+600;橙
555;落井下石;白衣教武学攻击有6种负面效果（流血、中毒、内伤、残废、减速、破甲）的敌人时，造成基础伤害+60%;金
556;隐忍不发;生命值低于30%时，受到所有基础伤害-30%;金
557;含垢忍辱;若行动时没有对敌人造成伤害，则受到基础伤害-10%，持续1回合;蓝
558;平步青云;六扇门武学等级上限+1;橙
562;阶级森严;白衣教武学绝招率+10%;金
563;剑法精通-珍稀;剑法精通+30;金
564;坐怀不乱;被女性角色攻击时，受到基础伤害-10%;蓝
565;清正廉明;6项负面抗性+5;绿
566;刀法精通-珍稀;刀法精通+30;金
567;铁面无私;攻击眩晕中的目标，六扇门武学造成基础伤害+20%;金
568;围追堵截;如场上只剩一个敌方单位时，六扇门武学造成基础伤害+20%;金
569;暗器精通-珍稀;暗器精通+30;金
570;冠盖云集;场上每多一个六扇门友方，六扇门武学攻击时造成基础伤害+5%（最多提升50%）;金
571;奇门精通-珍稀;奇门精通+30;金
572;红豆相思;誓约双方同时在场上的时候，双方输出伤害+10%，在对方受到致命伤害的时候，100%的概率替对方抵挡攻击;金
573;生死与共;根据场上的与该角色结义角色人数，每多一名结义人员增加该角色5%的伤害（人数至少要求大于等于2），在某个角色受到致命伤害的时候，其他结义角色25%的概率帮其抵挡这一次伤害;金
575;白云明月丸;《玉女清心经》等级上限+1;暗金
577;倚天剑;《灭绝剑法》攻击时，附基础伤害+10%;暗金
580;真武剑;武当派武学攻击时，附基础伤害+10%;暗金
581;北斗七星剑;《七星长空剑》攻击时，附基础伤害+10%;暗金
584;大将军甲+10;绝对防御1级：每次受击后（包含援护防御受击），自身获得绝对防御状态（可叠加5层），受到攻击减少最终伤害，值为真气*2%+1000点;暗金
588;七宝戒指;《四海独尊功》等级上限+2;暗金
590;白衣圣令;《无咎神功》威力百分比+10%;暗金
591;金丝软刺甲+5;反弹至宝1级：增加500+生命值*0.5%点反弹伤害（最高提升至5级）;暗金
594;纯阳宝剑;《纯阳剑法》攻击时，附基础伤害+10%;暗金
596;赤菩提;每次恢复生命时，武学攻击+100，可叠加10次;暗金
597;普斯曲蛇药;攻击+200;橙
598;普斯曲蛇药-任务;中毒：接到一个任务，要3个月内解毒，随机任务，要玩家提交其他不珍贵的丹药很多个。;暗金
600;打狗棒;《打狗棍法》等级上限+2;暗金
602;九环锡杖;所有武学攻击时，击退敌人行动条10%（自身回合内生效，一回合最多生效一次）;暗金
604;太华剑;五岳宗武学威力百分比+10%;暗金
605;三尸脑神丹;《玉女清心经》等级上限+1;暗金
606;素手仁心剑+5;医术施放后，随机清除目标身上的最高的基础负面状态100层;暗金
609;普斯曲蛇毒;;暗金
610;携徒历练;培养徒弟中，攻击和防御-50%。战斗中被攻击时有1%的概率导致徒儿丢失;金
611;黑化;因为徒儿丢失而获得的天赋，无法继续收徒，攻击和防御+100%;金
612;纯阳体;所有武学威力百分比+10%;金
613;纯阴体;所有武学造成的负面状态（流血、中毒、破甲、减速、内伤、残废）+40层数;金
614;阴毒无比;对敌附加6种负面状态时，层数+20%;金
615;阴气逼人;敌人每有一种负面状态，对其造成基础伤害+3%;金
616;阴阳调和;当前内力阴性提升%s%%的伤害输出当前内力阳性降低%s%%的承受伤害;金
617;阳气贯体;所有武学最终基础伤害+10%;金
618;烈阳无比;所有攻击力+10%;金
619;刀法伤害·普通;刀法武学造成基础伤害+9%;蓝
620;刀法伤害·传说;刀法武学造成基础伤害+30%;暗金
621;刀法伤害;刀法武学造成基础伤害+3%;绿
622;刀法伤害;刀法武学造成基础伤害+6%;绿
623;刀法伤害·精良;刀法武学造成基础伤害+12%;蓝
624;刀法伤害·优秀;刀法武学造成基础伤害+15%;紫
625;刀法伤害·极品;刀法武学造成基础伤害+18%;紫
626;刀法伤害·上乘;刀法武学造成基础伤害+21%;橙
627;刀法伤害·珍稀;刀法武学造成基础伤害+24%;橙
628;刀法伤害·绝世;刀法武学造成基础伤害+27%;金
629;剑法伤害;剑法武学造成基础伤害+3%;绿
630;拳掌伤害;拳掌武学造成基础伤害+3%;绿
631;奇门伤害;奇门武学造成基础伤害+3%;绿
632;腿法伤害;腿法武学造成基础伤害+3%;绿
633;暗器伤害;暗器武学造成基础伤害+3%;绿
634;剑法伤害;剑法武学造成基础伤害+6%;绿
635;拳掌伤害;拳掌武学造成基础伤害+6%;绿
636;奇门伤害;奇门武学造成基础伤害+6%;绿
637;腿法伤害;腿法武学造成基础伤害+6%;绿
638;暗器伤害;暗器武学造成基础伤害+6%;绿
639;剑法伤害·普通;剑法武学造成基础伤害+9%;蓝
640;拳掌伤害·普通;拳掌武学造成基础伤害+9%;蓝
641;奇门伤害·普通;奇门武学造成基础伤害+9%;蓝
642;腿法伤害·普通;腿法武学造成基础伤害+9%;蓝
643;暗器伤害;暗器武学造成基础伤害+9%;蓝
644;剑法伤害·精良;剑法武学造成基础伤害+12%;蓝
645;拳掌伤害·精良;拳掌武学造成基础伤害+12%;蓝
646;奇门伤害·精良;奇门武学造成基础伤害+12%;蓝
647;腿法伤害·精良;腿法武学造成基础伤害+12%;蓝
648;暗器伤害;暗器武学造成基础伤害+12%;蓝
649;剑法伤害·优秀;剑法武学造成基础伤害+15%;紫
650;拳掌伤害·优秀;拳掌武学造成基础伤害+15%;紫
651;奇门伤害·优秀;奇门武学造成基础伤害+15%;紫
652;腿法伤害·优秀;腿法武学造成基础伤害+15%;紫
653;暗器伤害;暗器武学造成基础伤害+15%;紫
654;剑法伤害·极品;剑法武学造成基础伤害+18%;紫
655;拳掌伤害·极品;拳掌武学造成基础伤害+18%;紫
656;奇门伤害·极品;奇门武学造成基础伤害+18%;紫
657;腿法伤害·极品;腿法武学造成基础伤害+18%;紫
658;暗器伤害;暗器武学造成基础伤害+18%;紫
659;剑法伤害·上乘;剑法武学造成基础伤害+21%;橙
660;拳掌伤害·上乘;拳掌武学造成基础伤害+21%;橙
661;奇门伤害·上乘;奇门武学造成基础伤害+21%;橙
662;腿法伤害·上乘;腿法武学造成基础伤害+21%;橙
663;暗器伤害;暗器武学造成基础伤害+21%;橙
664;剑法伤害·珍稀;剑法武学造成基础伤害+24%;橙
665;拳掌伤害·珍稀;拳掌武学造成基础伤害+24%;橙
666;奇门伤害·珍稀;奇门武学造成基础伤害+24%;橙
667;腿法伤害·珍稀;腿法武学造成基础伤害+24%;橙
668;暗器伤害;暗器武学造成基础伤害+24%;橙
669;剑法伤害·绝世;剑法武学造成基础伤害+27%;金
670;拳掌伤害·绝世;拳掌武学造成基础伤害+27%;金
671;奇门伤害·绝世;奇门武学造成基础伤害+27%;金
672;腿法伤害·绝世;腿法武学造成基础伤害+27%;金
673;暗器伤害;暗器武学造成基础伤害+27%;金
674;剑法伤害·传说;剑法武学造成基础伤害+30%;暗金
675;拳掌伤害;拳掌武学造成基础伤害+30%;暗金
676;奇门伤害·传说;奇门武学造成基础伤害+30%;暗金
677;腿法伤害·传说;腿法武学造成基础伤害+30%;暗金
678;暗器伤害;暗器武学造成基础伤害+30%;暗金
679;减少伤害;受到所有基础伤害-3%;绿
680;减少伤害;受到所有基础伤害-6%;绿
681;减少伤害·普通;受到所有基础伤害-9%;蓝
682;减少伤害·精良;受到所有基础伤害-12%;蓝
683;减少伤害·优秀;受到所有基础伤害-15%;紫
684;减少伤害·极品;受到所有基础伤害-18%;紫
685;减少伤害·上乘;受到所有基础伤害-21%;橙
686;减少伤害·珍稀;受到所有基础伤害-24%;橙
687;减少伤害·绝世;受到所有基础伤害-27%;金
688;减少伤害·传说;受到所有基础伤害-30%;暗金
689;恶不作的大砍刀;所有刀法武学附加1000伤害;蓝
690;善不为的狼牙棒;攻击附加破甲+5;蓝
691;缎面金花鞋;所有腿法基础伤害+10%;暗金
694;踏波飞云靴;角色行动移动格子数+1;暗金
696;千层百纳鞋;《十八罗汉腿法》攻击时，基础伤害+10%;暗金
700;八十斤铁鞋+10;移动格子-1;暗金
701;燕国玉玺;受到致命伤害时，血量最低下降到1点。单局内可触发2次。;金
702;燕国玉玺·二;战斗产出武学经验+20%（不可叠加生效）;金
703;铁掌令;登场时召唤一个铁掌帮弟子;橙
